pitch,duration,offset,velocity,instrument,is_rest
53,16.0,2750.0,64,Trombone (2),0
55,16.0,3000.0,64,Trombone (2),0
57,16.0,3250.0,64,Trombone (2),0
58,16.0,3500.0,64,Trombone (2),0
55,16.0,3750.0,64,Trombone (2),0
57,16.0,0.0,64,Trombone (2),0
52,16.0,250.0,64,Trombone (2),0
53,16.0,500.0,64,Trombone (2),0
55,16.0,750.0,64,Trombone (2),0
57,16.0,1000.0,64,Trombone (2),0
59,16.0,1250.0,64,Trombone (2),0
60,16.0,1500.0,64,Trombone (2),0
57,16.0,1750.0,64,Trombone (2),0
62,2.0,2000.0,64,Trombone (2),0
60,1.0,0.0,64,Trombone (2),0
,1.0,0.0,0,Trombone (2),1
,1.0,0.0,0,Bassoon,1
,1.0,0.0,0,Bassoon,1
,1.0,0.0,0,Bassoon,1
,1.0,0.0,0,Bassoon,1
,2.0,0.0,0,Bassoon,1
,8.0,2000.0,0,Bassoon,1
48,8.0,2500.0,64,Bassoon,0
50,8.0,3000.0,64,Bassoon,0
52,8.0,3500.0,64,Bassoon,0
53,12.0,0.0,64,Bassoon,0
55,32.0,750.0,64,Bassoon,0
53,32.0,875.0,64,Bassoon,0
52,8.0,1000.0,64,Bassoon,0
57,8.0,1500.0,64,Bassoon,0
50,8.0,2000.0,64,Bassoon,0
55,12.0,2500.0,64,Bassoon,0
57,16.0,3250.0,64,Bassoon,0
55,16.0,3500.0,64,Bassoon,0
53,16.0,3750.0,64,Bassoon,0
52,16.0,0.0,64,Bassoon,0
53,16.0,250.0,64,Bassoon,0
52,16.0,500.0,64,Bassoon,0
50,16.0,750.0,64,Bassoon,0
48,16.0,1000.0,64,Bassoon,0
50,16.0,1250.0,64,Bassoon,0
48,16.0,1500.0,64,Bassoon,0
47,16.0,1750.0,64,Bassoon,0
45,8.0,2000.0,64,Bassoon,0
50,8.0,2500.0,64,Bassoon,0
57,8.0,3000.0,64,Bassoon,0
54,8.0,3500.0,64,Bassoon,0
55,16.0,0.0,64,Bassoon,0
57,16.0,250.0,64,Bassoon,0
58,16.0,500.0,64,Bassoon,0
55,16.0,750.0,64,Bassoon,0
49,8.0,1000.0,64,Bassoon,0
50,8.0,1500.0,64,Bassoon,0
57,4.0,2000.0,64,Bassoon,0
52,4.0,3000.0,64,Bassoon,0
57,16.0,0.0,64,Bassoon,0
59,16.0,250.0,64,Bassoon,0
60,16.0,500.0,64,Bassoon,0
62,16.0,750.0,64,Bassoon,0
60,16.0,1000.0,64,Bassoon,0
59,16.0,1250.0,64,Bassoon,0
57,16.0,1500.0,64,Bassoon,0
55,16.0,1750.0,64,Bassoon,0
60,8.0,2000.0,64,Bassoon,0
,8.0,2500.0,0,Bassoon,1
,4.0,3000.0,0,Bassoon,1
,2.0,0.0,0,Bassoon,1
,8.0,2000.0,0,Bassoon,1
43,8.0,2500.0,64,Bassoon,0
45,8.0,3000.0,64,Bassoon,0
47,8.0,3500.0,64,Bassoon,0
48,12.0,0.0,64,Bassoon,0
50,32.0,750.0,64,Bassoon,0
48,32.0,875.0,64,Bassoon,0
47,8.0,1000.0,64,Bassoon,0
52,8.0,1500.0,64,Bassoon,0
45,8.0,2000.0,64,Bassoon,0
50,12.0,2500.0,64,Bassoon,0
52,16.0,3250.0,64,Bassoon,0
50,16.0,3500.0,64,Bassoon,0
48,16.0,3750.0,64,Bassoon,0
47,8.0,0.0,64,Bassoon,0
52,4.0,500.0,64,Bassoon,0
50,8.0,1500.0,64,Bassoon,0
48,8.0,2000.0,64,Bassoon,0
53,4.0,2500.0,64,Bassoon,0
52,8.0,3500.0,64,Bassoon,0
52,8.0,0.0,64,Bassoon,0
50,4.0,500.0,64,Bassoon,0
52,8.0,1500.0,64,Bassoon,0
53,8.0,2000.0,64,Bassoon,0
52,16.0,2500.0,64,Bassoon,0
50,16.0,2750.0,64,Bassoon,0
52,4.0,3000.0,64,Bassoon,0
45,4.0,0.0,64,Bassoon,0
,4.0,1000.0,0,Bassoon,1
,2.0,2000.0,0,Bassoon,1
,8.0,0.0,0,Bassoon,1
43,8.0,500.0,64,Bassoon,0
45,8.0,1000.0,64,Bassoon,0
47,8.0,1500.0,64,Bassoon,0
48,12.0,2000.0,64,Bassoon,0
50,32.0,2750.0,64,Bassoon,0
48,32.0,2875.0,64,Bassoon,0
47,8.0,3000.0,64,Bassoon,0
52,8.0,3500.0,64,Bassoon,0
45,8.0,0.0,64,Bassoon,0
50,12.0,500.0,64,Bassoon,0
52,16.0,1250.0,64,Bassoon,0
50,16.0,1500.0,64,Bassoon,0
48,16.0,1750.0,64,Bassoon,0
47,8.0,2000.0,64,Bassoon,0
46,8.0,2500.0,64,Bassoon,0
45,8.0,3000.0,64,Bassoon,0
43,8.0,3500.0,64,Bassoon,0
45,8.0,0.0,64,Bassoon,0
54,8.0,500.0,64,Bassoon,0
55,8.0,1000.0,64,Bassoon,0
52,8.0,1500.0,64,Bassoon,0
50,4.0,2000.0,64,Bassoon,0
52,8.0,3000.0,64,Bassoon,0
53,8.0,3500.0,64,Bassoon,0
55,12.0,0.0,64,Bassoon,0
57,32.0,750.0,64,Bassoon,0
55,32.0,875.0,64,Bassoon,0
53,8.0,1000.0,64,Bassoon,0
58,8.0,1500.0,64,Bassoon,0
52,8.0,2000.0,64,Bassoon,0
57,12.0,2500.0,64,Bassoon,0
59,16.0,3250.0,64,Bassoon,0
57,16.0,3500.0,64,Bassoon,0
55,16.0,3750.0,64,Bassoon,0
53,16.0,0.0,64,Bassoon,0
52,16.0,250.0,64,Bassoon,0
53,16.0,500.0,64,Bassoon,0
50,16.0,750.0,64,Bassoon,0
55,8.0,1000.0,64,Bassoon,0
57,8.0,1500.0,64,Bassoon,0
50,2.0,2000.0,64,Bassoon,0
,16.0,0.0,0,Bassoon,1
52,16.0,250.0,64,Bassoon,0
50,16.0,500.0,64,Bassoon,0
48,16.0,750.0,64,Bassoon,0
47,16.0,1000.0,64,Bassoon,0
45,16.0,1250.0,64,Bassoon,0
43,16.0,1500.0,64,Bassoon,0
42,16.0,1750.0,64,Bassoon,0
40,8.0,2000.0,64,Bassoon,0
52,8.0,2500.0,64,Bassoon,0
54,8.0,3000.0,64,Bassoon,0
55,8.0,3500.0,64,Bassoon,0
55,8.0,0.0,64,Bassoon,0
57,16.0,500.0,64,Bassoon,0
55,16.0,750.0,64,Bassoon,0
54,8.0,1000.0,64,Bassoon,0
50,8.0,1500.0,64,Bassoon,0
55,2.0,2000.0,64,Bassoon,0
55,2.0,0.0,64,Bassoon,0
57,4.0,2000.0,64,Bassoon,0
59,8.0,3000.0,64,Bassoon,0
60,8.0,3500.0,64,Bassoon,0
53,16.0,0.0,64,Bassoon,0
57,16.0,250.0,64,Bassoon,0
55,16.0,500.0,64,Bassoon,0
53,16.0,750.0,64,Bassoon,0
52,16.0,1000.0,64,Bassoon,0
50,16.0,1250.0,64,Bassoon,0
48,16.0,1500.0,64,Bassoon,0
47,16.0,1750.0,64,Bassoon,0
48,16.0,2000.0,64,Bassoon,0
50,16.0,2250.0,64,Bassoon,0
52,16.0,2500.0,64,Bassoon,0
53,16.0,2750.0,64,Bassoon,0
55,8.0,3000.0,64,Bassoon,0
43,8.0,3500.0,64,Bassoon,0
48,1.0,0.0,64,Bassoon,0
48,1.0,0.0,64,Bassoon,0
48,1.0,0.0,64,Bassoon,0
48,1.0,0.0,64,Bassoon,0
,1.0,0.0,0,Bassoon,1
